0.041876,-5.2861,-0.3783
1.2257,7.5459,1.1541
1.2177,3.2193,8.4503
0.17676,-1.3417,7.2903
-0.012768,-1.0418,-8.0557
2.2153,2.9708,-19.198
1.1563,-1.6033,1.9207
0.59974,4.7075,9.1163
0.55822,0.24753,-26.052
1.4481,2.2833,6.9331
-0.66459,6.6812,7.8431
1.2149,-3.7598,-0.52925
1.5496,-2.7138,7.3775
2.3923,6.2382,6.6588
0.38077,1.4614,-5.8721
0.9874,12.313,11.689
1.7736,2.0964,11.476
2.6292,1.4628,4.9412
-0.40998,-3.2815,7.8792
-0.74728,-1.8388,2.5488
0.52775,-5.0526,-4.7238
0.93991,-3.5478,3.3727
1.4389,6.0888,6.0219
1.2012,-3.5762,-1.9116
0.4167,-1.1047,3.1504
1.7648,7.3127,-5.0169
1.1408,3.3145,5.8796
0.62706,3.3143,-5.6144
1.1055,-4.6912,6.5475
2.2706,0.23843,-1.0592
1.4991,1.7441,8.389
0.60298,6.936,-0.39704
-0.78997,-1.7179,-10.775
0.73311,-1.1202,7.9982
1.1784,-2.438,-9.621
0.56581,6.2254,3.59
1.4645,0.65468,5.0436
-0.12145,-7.6015,-3.8246
0.64092,1.1009,-7.2887
1.5323,-3.5425,-5.1785
-0.64351,3.8598,-8.8358
1.4669,-1.4674,-3.4009
1.1121,-2.8218,-7.2689
2.4965,1.5422,-17.285
0.4135,3.5519,6.751
-0.71893,-0.46791,11.223
1.741,5.2456,-6.0705
2.0877,1.2255,-8.1098
1.7567,1.3417,-8.0754
2.6297,8.3441,14.69
-0.37499,3.7015,6.9694
-0.052011,-5.1833,1.6409
1.4775,2.4145,-4.2598
2.2222,0.63024,10.132
3.3707,3.5536,-1.0425
1.1146,-2.4518,6.7965
1.2791,-2.5458,2.8079
1.7521,-3.8927,0.73869
0.73974,0.25743,-7.9308
0.97401,-5.882,18.852
